Batch,Bloom,Viscosidad,Claridad,AverageProduction,Yield,D03_amn_carnaza,D03_vap_press,D03_carnaza,D03_cuero,D03_orillo,D03_patica,D03_vaqueta,D04_ph_initial_liq,D04_clarity_initial_liq,D04_total_residue,D04_extract_duration,D05_peroxido_hid,D05_dioxido_azufre,D05_NTU_L1,D05_NTU_L3,D05_NTU_FP1,D05_NTU_FP2,D05_NTU_FP4,D06_phT,D06_phUF2,D09_T_condensing,D09_T_leg,D09_T_liquor,D09_Conc_liquor,D09_Tri_FrecA,D09_Tri_FrecB,D09_Tri_FrecD,D10_T_esteril,D10_T_out_gelatin,D10_T_out_water,D10_P_vaccum,D11_Ts_ref,D11_Td_ref,D12_P_Exch_Water,D12_Kath_Lvl,D12_P_atom_cond,D12_P_atom_regn,D12_P_filt,D12_P_cond,D12_P_regen,D12_TA,D12_TB,D12_TD,D14_vpA,D14_vpB,D14_vpD,D14_T2A,D14_T2B,D14_T2D,D14_T3A,D14_T3B,D14_3D,D14_T4A,D14_T4B,D14_T4D,D14_T5A,D14_T5B,D14_T5D,D14_T6A,D14_T6B,D14_T6D,D14_T7A,D14_T7B,D14_T7D
19-013,283.0,44.9,51.1,537.8,14.4,42.72,57.083333333333336,1.0,0.0,1.0,1.0,0.0,2.91,49.0,23.5,0.5,56.4375,14.909090909090908,206.75,118.0,74.33333333333333,71.75,50.75,8.098,6.503,2.38,59.51,59.8,27.1,27.1,19.5,19.5,142.0,50.0590909090909,44.68181818181818,20.0,19.97355410069196,89.7483581994643,5.833333333333333,12.199999999999998,4.416666666666667,0.19999999999999998,0.39999999999999997,1.866666666666667,1.1333333333333335,37.11666666666667,36.56666666666667,49.900000000000006,40.0,36.0,39.666666666666664,45.0,45.166666666666664,39.666666666666664,49.833333333333336,50.166666666666664,44.833333333333336,55.0,54.5,50.166666666666664,60.0,58.166666666666664,55.333333333333336,61.166666666666664,61.333333333333336,59.333333333333336,67.0,69.66666666666667,63.333333333333336
19-014,284.0,43.3,34.8,521.69,16.57,43.166666666666664,49.166666666666664,1.0,1.0,0.0,1.0,0.0,2.58,148.0,29.5,2.0,42.642857142857146,15.461538461538463,173.16666666666663,95.8,44.8,53.0,37.66666666666666,8.381,6.551,2.22,59.51,59.08,27.1,26.14,15.1,15.0,142.0,49.61153846153846,43.846153846153854,20.0,19.976687745824567,89.49671585262787,5.714285714285714,12.171428571428573,4.342857142857143,0.19999999999999998,0.39999999999999997,1.9000000000000001,1.114285714285714,37.15714285714286,36.48571428571428,49.628571428571426,40.0,36.57142857142857,37.714285714285715,45.142857142857146,46.285714285714285,39.42857142857143,50.142857142857146,50.142857142857146,44.285714285714285,55.0,55.285714285714285,49.0,60.0,60.142857142857146,55.0,60.142857142857146,63.714285714285715,59.714285714285715,67.14285714285714,70.71428571428571,62.714285714285715
19-015,257.0,39.7,33.5,574.57,14.88,39.0,56.0,1.0,1.0,0.0,1.0,0.0,3.11,150.0,19.5,23.0,30.818181818181817,20.0,87.5,126.0,18.0,35.0,33.666666666666664,8.609999999999998,6.455,2.5,59.51,58.5,27.0,27.88,19.5,14.75,142.0,49.3,42.952380952380956,20.0,19.973261242274305,90.74835672020254,7.5,12.325,4.325,0.2,0.4,1.875,1.125,37.65,37.05,50.275000000000006,40.0,33.5,37.5,45.0,45.25,39.75,50.0,50.0,44.5,54.75,55.0,49.75,59.0,61.5,56.0,62.5,64.25,59.75,67.25,72.0,67.0
19-016,269.0,40.0,38.9,561.73,22.85,39.4,53.5,1.0,1.0,0.0,1.0,0.0,2.67,50.0,26.0,22.5,64.23076923076923,14.0,101.0,102.8,66.5,45.5,45.5,9.011,6.736,2.17,59.51,60.95,27.0,26.92,17.62,17.62,142.0,49.21578947368422,44.368421052631575,20.0,19.976687745824567,89.7483573323443,6.75,11.95,4.475,0.2,0.4,1.85,1.0750000000000002,37.3,37.1,50.375,40.0,36.8,39.0,44.6,45.2,39.4,50.4,50.4,45.2,55.0,54.4,49.8,59.2,60.0,56.2,60.6,62.4,59.8,65.6,69.6,64.8
19-017,301.0,44.9,37.5,545.57,16.86,43.65217391304348,55.21739130434783,1.0,0.0,1.0,1.0,0.0,3.26,56.0,24.0,23.0,40.769230769230774,21.2,140.6,105.6,43.5,55.0,28.33333333333333,8.115,6.492999999999999,2.9,59.51,59.25,27.0,26.25,19.12,19.12,142.0,50.023809523809526,43.80952380952381,20.0,19.933820434002712,89.49671615947955,5.6,11.940000000000001,4.5,0.2,0.434,1.86,1.24,37.559999999999995,37.08,50.32,39.6,38.0,37.6,45.2,45.2,39.6,49.8,50.0,44.8,55.0,55.2,49.8,60.2,59.0,56.4,59.4,61.4,60.0,66.8,68.8,64.0
19-018,282.0,41.5,42.5,577.14,22.78,39.04761904761905,55.714285714285715,1.0,1.0,0.0,1.0,0.0,2.83,123.0,19.5,20.666666666666668,42.642857142857146,20.444444444444443,143.2,95.0,42.0,35.5,42.0,7.877777777777778,6.5744444444444445,2.5,59.51,61.42,27.0,26.88,19.0,19.0,142.0,47.11052631578948,37.1578947368421,20.684210526315788,19.96083035382583,89.4967152482318,5.0,12.466666666666669,4.5,0.19999999999999998,0.44333333333333336,1.8166666666666667,1.2666666666666666,38.01666666666667,37.18333333333333,50.61666666666667,40.0,36.5,37.5,45.166666666666664,44.5,40.0,50.166666666666664,50.5,45.833333333333336,55.5,55.0,50.666666666666664,60.166666666666664,60.0,56.166666666666664,59.333333333333336,61.5,59.833333333333336,66.5,69.83333333333333,65.0
19-019,287.0,42.1,28.6,584.73,17.23,41.56521739130435,55.21739130434783,1.0,1.0,0.0,0.0,0.0,2.82,35.0,22.0,22.08333333333333,44.214285714285715,24.16666666666667,97.5,75.2,31.5,59.5,49.5,7.48,6.302727272727273,2.98,59.51,61.88,27.1,26.6,19.0,19.0,142.0,46.08333333333334,34.25,20.979166666666668,19.976687745824567,89.7483582094883,4.166666666666667,12.183333333333332,4.433333333333334,0.19999999999999998,0.44333333333333336,1.8500000000000003,1.25,37.23333333333334,36.48333333333333,49.93333333333334,40.0,36.333333333333336,37.666666666666664,44.833333333333336,44.666666666666664,39.833333333333336,50.0,49.833333333333336,45.166666666666664,54.833333333333336,54.666666666666664,49.833333333333336,59.833333333333336,59.333333333333336,55.5,60.0,61.5,59.666666666666664,67.0,69.5,63.833333333333336
19-020,298.0,49.1,35.7,540.32,17.09,43.391304347826086,55.21739130434783,1.0,1.0,1.0,1.0,0.0,2.82,70.0,15.5,0.0,32.75,15.818181818181818,215.5,47.33333333333334,59.5,48.0,30.0,8.046666666666669,6.342222222222222,2.5,59.51,56.0,27.0,26.0,18.0,18.0,142.0,45.75833333333333,33.416666666666664,21.08333333333333,21.476687745824567,90.74835821117449,5.4,12.12,4.4799999999999995,0.2,0.41200000000000003,1.8199999999999998,1.22,37.28,36.7,49.94,40.0,36.8,37.8,45.2,44.4,39.4,50.2,49.4,45.2,55.4,54.8,49.4,59.6,60.0,54.0,61.0,62.0,60.0,66.6,70.0,64.6
19-021,287.0,42.8,43.3,573.1,20.6,43.44,54.8,1.0,1.0,1.0,1.0,0.0,2.91,60.0,30.5,0.0,72.5,16.3,196.33333333333331,163.8,86.0,56.25,76.0,8.431000000000001,6.704999999999998,2.66,59.51,60.4,27.1,26.9,19.5,19.5,142.0,45.42380952380951,35.666666666666664,20.904761904761905,19.976687745824567,89.74835820836279,5.25,11.875,4.4,0.2,0.41500000000000004,1.825,1.225,37.974999999999994,37.35,50.65,40.0,38.8,39.2,44.6,44.4,39.8,50.4,50.0,45.4,55.0,54.6,49.6,59.2,60.0,54.2,61.2,61.4,59.4,66.4,67.2,64.0
19-022,273.0,42.2,51.6,581.56,15.67,44.32,54.8,1.0,0.0,1.0,1.0,0.0,3.04,33.0,47.5,23.5,29.5,18.4,133.8,107.5,67.5,69.5,53.5,8.216666666666667,6.526666666666667,2.5,59.51,61.33,27.0,26.47,19.0,19.0,142.0,46.05,38.54545454545455,20.727272727272727,19.976687745824567,89.74835808255011,5.75,12.425,4.35,0.2,0.4,1.85,1.15,37.3,36.675,49.65,40.0,38.5,39.0,44.75,45.0,39.75,50.25,49.5,44.25,52.5,55.0,50.25,58.75,60.5,55.25,60.5,62.5,59.75,66.75,70.75,64.0
19-023,284.0,47.2,38.0,572.11,16.44,44.08695652173913,53.04347826086956,1.0,0.0,1.0,1.0,0.0,2.92,240.0,30.0,0.0,43.89473684210525,18.153846153846157,189.16666666666663,51.33333333333334,53.0,44.66666666666666,33.0,7.984,6.831,2.5,59.51,61.07,27.0,26.47,19.5,19.8,142.0,43.864,36.88,20.88,20.484501352560414,89.74835811650019,3.0,12.166666666666666,4.3999999999999995,0.3,0.4166666666666667,1.8,1.2,37.96666666666667,37.13333333333333,49.96666666666667,40.0,36.0,39.333333333333336,44.666666666666664,47.0,40.0,49.666666666666664,51.666666666666664,44.666666666666664,55.0,55.0,49.333333333333336,59.666666666666664,59.333333333333336,56.0,60.333333333333336,62.666666666666664,59.0,65.66666666666667,70.66666666666667,64.0
19-024,273.0,41.2,36.2,466.38,16.55,44.333333333333336,55.0,1.0,0.0,0.0,1.0,0.0,2.98,35.0,37.0,6.333333333333332,58.944444444444436,21.0,109.0,98.66666666666669,79.5,43.2,37.0,8.416153846153845,6.636923076923077,2.56,59.51,58.86,27.1,27.08,19.5,7.8,142.0,44.00000000000002,34.413793103448285,20.844827586206893,20.966116151158644,90.74835807973976,5.75,12.125,4.475,0.2,0.4275,1.8,1.225,37.224999999999994,37.075,50.625,40.0,38.0,40.0,45.0,45.0,40.5,50.5,50.5,45.0,55.5,56.0,50.0,60.0,60.5,55.5,63.0,63.0,60.0,67.5,68.5,65.0
19-025,282.0,38.8,35.3,645.68,21.57,43.61904761904762,55.714285714285715,1.0,1.0,1.0,0.0,0.0,3.05,71.0,26.0,1.0,45.5,16.727272727272727,188.0,129.5,45.0,61.0,53.0,8.584444444444445,6.61888888888889,2.78,59.51,59.94,27.1,26.9,15.6,11.7,142.0,45.86363636363636,37.18181818181818,20.65,19.560309654804822,89.4967161606037,5.0,12.040000000000001,4.5200000000000005,0.26,0.43600000000000005,1.8400000000000003,1.2600000000000002,35.260000000000005,35.620000000000005,47.339999999999996,38.4,38.8,37.0,45.0,45.8,40.0,49.8,50.6,44.6,55.0,55.6,49.8,60.2,61.8,55.8,59.0,63.8,59.8,67.4,71.0,63.8
19-026,297.0,41.9,35.2,566.33,14.83,42.0,55.0,1.0,1.0,0.0,0.0,0.0,2.01,100.0,25.5,0.0,40.266666666666666,12.727272727272727,128.25,26.66666666666667,57.5,29.33333333333333,17.5,7.871999999999998,6.622,2.42,59.51,61.6,27.1,26.6,19.5,15.3,142.0,46.79545454545455,36.04545454545455,20.818181818181817,20.976687745824567,90.74835807528963,4.25,12.024999999999999,4.5,0.2,0.42,1.8,0.9,37.875,37.125,50.025,40.0,39.0,39.5,45.25,45.25,39.5,50.25,50.25,44.5,55.25,55.25,49.75,60.25,61.25,55.5,60.0,62.5,59.25,67.0,69.75,63.75
19-027,285.0,42.1,39.7,587.91,15.24,41.45454545454545,55.45454545454545,1.0,1.0,0.0,1.0,0.0,3.04,170.0,22.0,0.5,51.5,24.88888888888889,210.4,107.2,56.0,83.0,41.5,8.568,6.488999999999999,2.73,59.51,61.75,27.0,25.72,14.62,14.62,142.0,47.23333333333333,36.22222222222222,21.0,19.976687745824567,89.74835808255011,3.4,11.879999999999999,4.4,0.2,0.41200000000000003,1.8,0.7200000000000001,37.66,36.88000000000001,49.7,39.2,38.4,38.8,45.0,45.6,39.6,49.8,50.4,44.6,55.2,54.6,49.8,58.4,60.2,54.8,60.2,63.4,59.6,67.2,71.0,63.8
19-028,290.0,47.1,40.2,547.63,17.3,42.833333333333336,55.0,1.0,1.0,0.0,1.0,0.0,2.92,80.0,24.0,22.25,52.57894736842106,13.454545454545455,170.6,158.83333333333334,42.333333333333336,46.5,28.0,8.662,6.542,3.0,59.51,60.0,27.0,26.18,18.75,18.75,142.0,45.37727272727273,37.77272727272727,21.113636363636363,19.97785760206932,89.74835808863872,4.5,12.0,4.5,0.2,0.42,1.8,1.125,37.3,36.55,49.5,38.5,37.0,39.5,45.0,44.0,39.5,50.75,49.0,44.25,51.5,54.25,49.25,56.75,58.75,55.5,57.0,62.25,59.5,67.0,67.5,63.5
19-029,254.0,38.3,51.5,543.1,14.71,43.04,54.8,1.0,1.0,0.0,0.0,0.0,3.04,25.0,64.0,0.8333333333333334,36.285714285714285,17.454545454545453,125.5,192.8,44.33333333333334,56.0,55.6,8.445454545454545,6.406363636363637,2.65,59.51,60.5,27.0,26.67,19.0,19.0,142.11363636363637,46.49545454545455,37.45454545454545,20.545454545454547,19.966116151158644,89.74835807973976,5.6,12.0,4.5,0.2,0.286,1.5399999999999998,0.68,35.8,37.36,49.2,38.8,42.0,38.2,45.2,47.0,39.6,50.4,52.8,44.6,55.0,56.2,49.6,58.6,61.8,55.6,61.8,64.6,59.6,66.8,70.4,63.8
19-030,295.0,43.5,46.1,571.29,17.29,43.68,54.8,1.0,1.0,0.0,0.0,0.0,2.93,31.0,38.0,2.75,44.5,13.454545454545455,176.5,129.6,62.5,56.0,72.2,8.153,6.325000000000001,2.5,59.51,61.4,27.1,27.12,19.5,19.5,142.01666666666668,45.38333333333333,36.29166666666666,20.08333333333333,19.982537563672512,89.49671479104246,5.4,12.379999999999999,4.5,0.2,0.28400000000000003,1.8599999999999999,0.5,38.46,37.540000000000006,50.160000000000004,38.2,54.8,36.0,44.8,46.8,39.2,49.8,52.4,45.2,55.0,55.8,49.8,58.8,60.6,55.4,61.8,63.2,60.2,64.4,70.0,63.2
19-031,302.0,49.4,45.2,533.3,13.64,43.458333333333336,55.0,1.0,1.0,1.0,0.0,0.0,3.2,106.0,53.0,23.33333333333333,52.5,21.09090909090909,170.16666666666666,48.6,44.33333333333334,73.33333333333333,60.33333333333334,8.395555555555555,6.436666666666666,3.28,59.51,61.75,27.0,26.85,19.5,19.5,142.0,44.438095238095244,35.04761904761905,20.238095238095237,19.968250587692296,89.49682002924419,6.5,11.774999999999999,4.5,0.2,0.29000000000000004,1.9,0.5,38.2,37.55,50.525000000000006,38.8,52.4,36.0,45.6,47.2,39.8,49.0,52.0,44.4,52.4,56.0,50.0,58.2,61.0,55.2,62.2,65.8,59.8,67.0,72.6,63.6
19-032,301.0,49.2,41.1,548.81,19.01,42.0,55.0,1.0,0.0,0.0,1.0,0.0,2.9,96.0,33.5,1.6666666666666667,58.55,16.0,190.16666666666663,104.0,60.0,58.33333333333334,31.0,7.869230769230769,6.516153846153846,2.71,59.51,62.86,27.43,27.1,19.5,19.5,142.0653846153846,45.72692307692307,34.884615384615394,21.076923076923077,19.976687745824567,89.74835764754107,5.75,11.35,4.475,0.2,0.28,1.9,0.5,38.375,37.675,50.175,38.0,48.4,37.6,45.2,48.0,40.0,49.4,53.2,44.6,55.0,57.0,49.6,60.2,62.0,55.6,64.6,66.8,59.8,67.2,72.6,64.2
19-033,290.0,47.6,38.4,549.97,14.64,43.166666666666664,55.0,1.0,0.0,0.0,1.0,0.0,2.87,16.0,27.5,0.0,38.357142857142854,14.545454545454545,136.6,124.2,59.0,48.25,47.0,8.643,6.833000000000001,2.53,59.51,62.0,27.17,27.17,19.37,19.37,142.0090909090909,45.36363636363637,36.18181818181818,21.0,20.974807558745,90.74835820058887,5.5,12.500000000000002,4.5,0.2,0.28250000000000003,1.9,0.5,38.25,38.025,50.4,39.5,39.0,38.25,44.75,44.5,39.5,49.5,49.25,44.75,54.75,54.25,49.75,59.75,60.0,55.25,63.25,62.25,59.75,66.0,67.25,63.0
19-034,271.0,42.6,41.2,534.94,15.38,44.26086956521739,55.21739130434783,1.0,0.0,1.0,1.0,0.0,2.99,155.0,16.0,22.0,60.846153846153854,19.11111111111111,239.6,79.0,46.5,65.66666666666667,50.66666666666666,8.238,6.672,2.32,59.51,61.83,27.17,26.83,16.17,16.17,142.00833333333333,45.17083333333334,36.54166666666666,20.666666666666668,19.969687358982185,89.74835820115095,5.5,11.899999999999999,4.45,0.19999999999999998,0.2816666666666667,1.8833333333333335,0.5,38.516666666666666,37.68333333333333,50.18333333333334,38.166666666666664,39.166666666666664,40.166666666666664,45.166666666666664,46.5,39.0,49.5,50.833333333333336,44.5,54.333333333333336,54.666666666666664,49.833333333333336,59.333333333333336,59.666666666666664,54.833333333333336,63.833333333333336,64.33333333333333,59.666666666666664,66.5,68.66666666666667,63.666666666666664
19-035,287.0,44.1,37.6,571.43,19.49,44.95238095238095,55.21739130434783,1.0,0.0,0.0,0.0,0.0,3.09,99.0,21.0,3.25,77.28571428571429,19.866666666666667,204.83333333333331,135.0,37.5,72.5,69.0,8.57,6.499166666666667,3.0,59.51,60.0,27.1,26.1,11.7,11.7,142.07999999999996,44.65600000000001,37.4,20.48,20.479821390957113,90.24835808255013,4.5,12.033333333333333,4.5,0.19999999999999998,0.27666666666666667,1.9000000000000001,0.5166666666666667,37.849999999999994,37.05,49.81666666666666,38.333333333333336,46.0,39.666666666666664,45.0,44.833333333333336,39.5,49.833333333333336,50.666666666666664,45.0,55.333333333333336,53.666666666666664,49.666666666666664,59.666666666666664,58.166666666666664,55.166666666666664,62.5,63.5,60.666666666666664,67.33333333333333,69.33333333333333,64.16666666666667
19-036,278.0,43.0,38.1,533.72,15.16,42.69565217391305,55.21739130434783,1.0,1.0,0.0,0.0,0.0,3.0,137.0,17.0,2.0,33.05882352941177,17.53846153846154,427.75,97.5,60.2,57.4911743366896,56.66666666666666,7.871818181818181,6.44,2.8,59.51,60.8,27.1,26.48,14.9,11.4,142.04347826086956,45.34782608695652,36.34782608695652,20.93478260869565,19.976687745824567,89.49671615058014,4.2,12.379999999999999,4.5,0.2,0.28,1.56,0.5,37.7,36.92,49.71999999999999,38.0,39.6,37.2,44.8,44.8,40.0,50.0,50.0,44.6,55.0,54.8,49.8,58.8,59.8,55.6,62.2,62.8,59.8,66.8,69.4,63.8
19-037,286.0,48.9,37.7,574.58,16.04,44.34782608695652,55.21739130434783,1.0,1.0,0.0,1.0,0.0,3.2,79.0,19.5,23.16666666666667,81.28571428571429,20.181818181818183,279.0,65.4,54.0,73.33333333333333,26.66666666666667,8.189,6.347999999999999,3.4,59.51,63.88,27.17,27.0,18.83,18.83,142.07272727272724,46.6090909090909,38.13636363636363,20.90909090909091,19.95337549164913,89.49671582812151,4.0,12.02,4.46,0.2,0.276,1.56,0.44000000000000006,37.339999999999996,36.5,49.3,38.4,39.6,37.8,45.0,45.0,39.6,50.0,50.2,44.6,54.8,54.6,47.8,58.6,60.6,55.6,62.8,63.4,59.8,67.2,70.8,63.8
19-038,277.0,42.2,37.7,570.5,16.81,41.0,55.0,1.0,1.0,0.0,1.0,0.0,2.81,83.0,20.5,1.0,31.08333333333333,14.636363636363635,252.2,129.6,71.33333333333333,38.0,22.5,8.293636363636363,6.495454545454544,2.78,59.51,64.0,27.17,27.35,19.17,19.17,142.0,45.44545454545455,37.22727272727273,21.0,20.479821390957113,89.748358240161,4.2,11.920000000000002,4.46,0.2,0.28,1.5599999999999998,0.5,38.56,37.760000000000005,50.6,36.4,38.4,35.0,44.6,45.2,40.0,49.2,50.2,44.4,55.0,54.4,49.8,59.0,60.0,55.6,64.2,63.4,59.6,67.4,71.6,63.4
19-039,296.0,48.5,39.4,547.49,13.86,42.43478260869565,55.21739130434783,1.0,1.0,1.0,0.0,0.0,2.92,50.0,18.0,22.41666666666667,51.35714285714285,16.2,119.0,167.6,36.0,49.0,30.8,8.649000000000001,6.68,43.22,59.51,61.92,27.1,26.86,19.4,19.4,142.01904761904763,46.0047619047619,36.42857142857143,21.0,19.957762594834605,89.49671431199341,5.166666666666667,12.066666666666665,4.449999999999999,0.19999999999999998,0.2833333333333334,1.9000000000000001,0.5499999999999999,37.61666666666667,36.21666666666667,49.88333333333333,36.666666666666664,39.666666666666664,37.666666666666664,44.5,45.5,39.666666666666664,49.833333333333336,49.833333333333336,45.0,55.166666666666664,54.833333333333336,49.833333333333336,60.5,60.166666666666664,55.0,62.333333333333336,62.0,60.0,64.5,68.66666666666667,64.66666666666667
19-040,288.0,49.7,47.4,563.28,16.6,44.78260869565217,55.21739130434783,1.0,1.0,0.0,0.0,0.0,3.43,104.0,39.5,23.25,64.6875,16.0,249.5,232.4,109.0,69.5,76.66666666666667,8.863,6.401999999999999,3.02,59.51,63.16,27.1,26.4,19.2,19.2,142.02727272727273,44.209090909090904,36.13636363636363,21.0,20.496743074673358,89.74835820283717,1.8,12.16,4.42,0.2,0.28600000000000003,1.8599999999999999,0.52,38.06,37.519999999999996,50.58,37.2,38.0,36.6,45.2,45.8,39.6,49.8,50.6,45.4,55.0,54.4,50.0,60.0,60.2,55.2,62.0,63.2,60.2,65.2,71.0,64.4
19-041,286.0,43.0,41.2,496.43,16.27,42.88,54.8,1.0,1.0,0.0,0.0,0.0,3.4,300.0,19.5,7.166666666666668,69.69230769230771,12.222222222222221,269.5,87.0,74.25,138.0,52.0,8.245999999999999,6.362,2.5,59.51,62.8,27.8,26.14,19.0,19.0,142.04583333333332,45.39583333333334,36.66666666666666,20.70833333333333,20.479821390957113,90.2483582128607,5.857142857142857,12.157142857142857,4.428571428571429,0.19999999999999998,0.2842857142857143,1.885714285714286,0.5571428571428572,37.84285714285714,37.08571428571429,49.81428571428571,38.285714285714285,37.42857142857143,36.57142857142857,45.285714285714285,45.0,39.57142857142857,49.714285714285715,50.42857142857143,44.57142857142857,55.42857142857143,55.0,49.714285714285715,60.857142857142854,60.714285714285715,55.57142857142857,63.285714285714285,63.142857142857146,60.0,68.28571428571429,70.14285714285714,64.71428571428571
19-042,289.0,49.1,42.7,556.48,14.17,44.96,54.8,1.0,0.0,1.0,1.0,0.0,3.1,136.0,37.5,2.0,35.153846153846146,15.181818181818182,269.0,84.75,66.75,59.5,40.5,8.496999999999998,6.4350000000000005,2.57,59.51,63.33,27.33,27.05,19.33,19.33,142.07272727272724,44.83636363636364,34.68181818181818,21.068181818181817,19.979821390957113,89.74835807364978,5.285714285714286,11.814285714285715,4.442857142857143,0.19999999999999998,0.2857142857142857,1.9000000000000001,0.5428571428571429,37.84285714285714,37.300000000000004,50.31428571428571,38.0,38.142857142857146,39.142857142857146,45.142857142857146,44.857142857142854,39.714285714285715,50.0,49.857142857142854,44.857142857142854,55.285714285714285,55.142857142857146,49.857142857142854,59.57142857142857,60.285714285714285,55.0,62.285714285714285,62.285714285714285,59.857142857142854,68.0,70.42857142857143,63.57142857142857
19-043,291.0,48.9,39.3,538.38,15.5,46.32,54.8,1.0,0.0,0.0,1.0,0.0,2.85,57.0,46.0,3.0,44.69230769230769,20.0,206.66666666666663,77.0,66.0,39.333333333333336,38.75,8.494615384615384,6.654615384615385,3.72,59.51,60.4,27.2,26.6,19.0,19.0,142.06799999999996,44.70000000000001,36.52,21.02,20.0,90.0,4.166666666666667,12.116666666666665,4.266666666666667,0.19999999999999998,0.2866666666666667,1.9000000000000001,0.5166666666666667,37.75,36.733333333333334,49.51666666666667,38.333333333333336,39.333333333333336,38.666666666666664,44.833333333333336,44.5,39.666666666666664,49.5,51.0,44.333333333333336,55.166666666666664,55.5,49.166666666666664,58.166666666666664,60.333333333333336,54.833333333333336,63.666666666666664,63.0,59.333333333333336,67.66666666666667,71.66666666666667,64.16666666666667
19-044,261.0,42.7,46.1,502.07,18.83,40.333333333333336,55.0,1.0,0.0,0.0,1.0,0.0,3.1,144.0,27.5,3.0,25.0,20.2,333.4,133.4,50.66666666666666,53.0,54.0,8.055000000000001,6.345999999999999,3.5,59.51,62.5,27.0,20.15,18.0,0.0,142.0,44.45,36.54166666666666,21.0,19.979821390957113,89.74835820508542,3.5,12.125,4.3,0.2,0.29000000000000004,1.9,0.525,38.224999999999994,37.325,50.05,38.5,39.0,37.5,45.0,44.75,39.5,50.0,49.5,43.75,55.25,54.75,49.75,59.75,60.0,55.75,63.5,63.5,59.75,68.25,72.25,63.0
19-045,270.0,42.2,34.6,517.94,14.06,44.32,54.8,1.0,0.0,0.0,1.0,0.0,3.18,60.0,35.5,2.583333333333333,30.4375,26.142857142857146,209.0,190.66666666666663,71.0,62.0,41.0,8.197,6.483999999999999,2.83,59.51,60.0,27.33,26.88,15.0,16.25,142.125,44.27500000000001,36.125,21.0,19.979821390957113,89.74835809368004,5.5,12.216666666666667,4.3,0.19999999999999998,0.2916666666666667,1.8983333333333334,0.5,37.25,36.78333333333333,49.68333333333334,37.0,39.333333333333336,36.166666666666664,45.0,45.166666666666664,39.666666666666664,50.0,50.166666666666664,44.666666666666664,55.166666666666664,55.0,50.0,60.0,60.0,56.0,64.16666666666667,63.333333333333336,59.833333333333336,68.0,72.16666666666667,63.833333333333336
19-046,283.0,45.2,33.1,562.65,16.21,44.64,54.8,1.0,1.0,0.0,0.0,0.0,3.07,189.0,94.5,23.83333333333333,97.61111111111113,14.0,124.33333333333331,143.5,32.75,63.0,27.0,8.000909090909092,6.630000000000001,3.08,59.51,61.96,27.2,27.04,19.1,19.1,144.44,46.152,35.72,21.0,20.470973377161048,89.74843138225832,6.571428571428571,11.928571428571429,4.4714285714285715,0.19999999999999998,0.29714285714285715,1.9000000000000001,0.5,37.471428571428575,37.22857142857142,50.6,38.42857142857143,39.285714285714285,39.714285714285715,45.42857142857143,45.285714285714285,39.57142857142857,50.0,50.0,44.857142857142854,55.142857142857146,55.142857142857146,49.857142857142854,59.57142857142857,60.285714285714285,55.42857142857143,61.57142857142857,62.857142857142854,60.0,67.71428571428571,71.85714285714286,63.42857142857143
19-047,275.0,45.1,48.1,518.97,14.35,45.04,54.8,1.0,0.0,1.0,1.0,0.0,3.1,70.0,92.5,1.0,68.53333333333333,19.166666666666668,448.0,133.75,62.53174655674656,64.0,57.0,8.325,6.533999999999999,2.64,59.51,62.0,27.2,27.18,19.0,19.0,142.0,44.9,35.52173913043478,21.0,20.979821390957113,90.2483581672013,4.0,11.84,4.42,0.2,0.294,1.9,0.5,37.239999999999995,36.2,50.22,38.4,39.6,35.4,45.2,45.6,39.8,50.0,49.0,44.6,54.8,55.0,49.8,59.6,60.4,55.2,62.6,63.8,60.2,68.0,71.0,64.2
19-049,256.0,43.6,42.9,467.3,13.96,45.44,54.8,1.0,1.0,1.0,1.0,0.0,3.2,50.0,18.5,4.5,69.6,19.384615384615387,163.6,88.75,55.5,37.5,30.0,8.498333333333333,6.515000000000001,2.95,59.51,59.0,27.12,26.78,19.5,19.5,142.0,45.12962962962962,36.629629629629626,21.0,20.0,89.74835808255011,3.142857142857143,12.385714285714284,4.357142857142857,0.19999999999999998,0.2914285714285714,1.8571428571428572,0.5857142857142856,36.74285714285714,36.228571428571435,48.98571428571429,38.42857142857143,38.857142857142854,36.285714285714285,45.0,44.857142857142854,39.57142857142857,49.857142857142854,50.285714285714285,44.714285714285715,55.142857142857146,54.714285714285715,49.42857142857143,59.142857142857146,59.57142857142857,55.714285714285715,62.142857142857146,63.142857142857146,60.0,68.28571428571429,71.57142857142857,63.57142857142857
19-050,277.0,43.0,48.3,559.73,16.19,40.64,54.8,1.0,1.0,1.0,1.0,0.0,3.28,180.0,30.0,4.0,64.27777777777777,23.538461538461537,257.2,173.6,50.0,76.8,55.75,8.211666666666668,6.3775,3.33,59.51,58.33,27.0,26.8,19.5,6.5,142.0,44.02400000000001,35.72,20.68,19.979821390957113,89.74835811931099,5.0,12.450000000000001,4.4,0.2,0.28,1.8,0.525,37.5,36.7,49.75,38.4,38.8,39.6,44.6,44.8,39.8,49.0,49.6,44.8,54.6,54.0,49.4,61.8,60.2,55.2,63.8,65.0,59.6,68.4,73.0,63.8
